"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-jhang","pb-jhang","Jhang District",2023,3065639,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3051903,99.5519,13736,0.4481,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=JHANG DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3051903;CHRISTIAN=12091;HINDU JATI=39;QADIANI/AHMADI=1313;SCHEDULED CASTES=34;SIKH=39;PARSI=0;OTHERS=220]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-jhelum","pb-jhelum","Jhelum District",2023,1366297,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1350437,98.8392,15860,1.1608,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=JHELUM DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1350437;CHRISTIAN=14962;HINDU JATI=321;QADIANI/AHMADI=413;SCHEDULED CASTES=22;SIKH=14;PARSI=1;OTHERS=127]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-kasur","pb-kasur","Kasur District",2023,4081568,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3939584,96.5213,141984,3.4787,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KASUR DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3939584;CHRISTIAN=140136;HINDU JATI=415;QADIANI/AHMADI=803;SCHEDULED CASTES=60;SIKH=53;PARSI=3;OTHERS=514]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-khanewal","pb-khanewal","Khanewal District",2023,3363589,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3301411,98.1514,62178,1.8486,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KHANEWAL DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3301411;CHRISTIAN=60920;HINDU JATI=265;QADIANI/AHMADI=748;SCHEDULED CASTES=39;SIKH=46;PARSI=2;OTHERS=158]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-khushab","pb-khushab","Khushab District",2023,1500835,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1483583,98.8505,17252,1.1495,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KHUSHAB DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1483583;CHRISTIAN=15011;HINDU JATI=34;QADIANI/AHMADI=2123;SCHEDULED CASTES=21;SIKH=14;PARSI=0;OTHERS=49]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-lahore","pb-lahore","Lahore District",2023,12978661,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",12363149,95.2575,615512,4.7425,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LAHORE DISTRICT;province=Punjab;categories_verbatim[MUSLIM=12363149;CHRISTIAN=602431;HINDU JATI=2487;QADIANI/AHMADI=7139;SCHEDULED CASTES=324;SIKH=715;PARSI=77;OTHERS=2339]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-layyah","pb-layyah","Layyah District",2023,2102361,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2086076,99.2254,16285,0.7746,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LAYYAH DISTRICT;province=Punjab;categories_verbatim[MUSLIM=2086076;CHRISTIAN=14427;HINDU JATI=233;QADIANI/AHMADI=1393;SCHEDULED CASTES=19;SIKH=27;PARSI=2;OTHERS=184]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-lodhran","pb-lodhran","Lodhran District",2023,1926357,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1917852,99.5585,8505,0.4415,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LODHRAN DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1917852;CHRISTIAN=7613;HINDU JATI=68;QADIANI/AHMADI=656;SCHEDULED CASTES=29;SIKH=24;PARSI=1;OTHERS=114]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-mandi-bahauddin","pb-mandi-bahauddin","Mandi Bahauddin District",2023,1829152,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1818188,99.4006,10964,0.5994,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MANDI BAHAUDDIN DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1818188;CHRISTIAN=9467;HINDU JATI=287;QADIANI/AHMADI=1123;SCHEDULED CASTES=39;SIKH=15;PARSI=1;OTHERS=32]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-mianwali","pb-mianwali","Mianwali District",2023,1795897,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1783687,99.3201,12210,0.6799,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MIANWALI DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1783687;CHRISTIAN=11951;HINDU JATI=35;QADIANI/AHMADI=45;SCHEDULED CASTES=28;SIKH=41;PARSI=2;OTHERS=108]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-multan","pb-multan","Multan District",2023,5340762,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",5295315,99.1491,45447,0.8509,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MULTAN DISTRICT;province=Punjab;categories_verbatim[MUSLIM=5295315;CHRISTIAN=42155;HINDU JATI=1576;QADIANI/AHMADI=1105;SCHEDULED CASTES=133;SIKH=120;PARSI=3;OTHERS=355]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-muzaffargarh","pb-muzaffargarh","Muzaffargarh District",2023,5012124,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",4992312,99.6047,19812,0.3953,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MUZAFFARGARH DISTRICT;province=Punjab;categories_verbatim[MUSLIM=4992312;CHRISTIAN=17620;HINDU JATI=660;QADIANI/AHMADI=1197;SCHEDULED CASTES=56;SIKH=100;PARSI=12;OTHERS=167]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-nankana-sahib","pb-nankana-sahib","Nankana Sahib District",2023,1634871,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1580448,96.6711,54423,3.3289,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=NANKANA SAHIB DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1580448;CHRISTIAN=48741;HINDU JATI=1124;QADIANI/AHMADI=1979;SCHEDULED CASTES=72;SIKH=1887;PARSI=3;OTHERS=617]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-narowal","pb-narowal","Narowal District",2023,1950769,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1901645,97.4818,49124,2.5182,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=NAROWAL DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1901645;CHRISTIAN=43421;HINDU JATI=795;QADIANI/AHMADI=4491;SCHEDULED CASTES=38;SIKH=125;PARSI=0;OTHERS=254]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-okara","pb-okara","Okara District",2023,3503451,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3446579,98.3767,56872,1.6233,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=OKARA DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3446579;CHRISTIAN=55735;HINDU JATI=151;QADIANI/AHMADI=594;SCHEDULED CASTES=63;SIKH=44;PARSI=1;OTHERS=284]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-pakpattan","pb-pakpattan","Pakpattan District",2023,2135511,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2124641,99.491,10870,0.509,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=PAKPATTAN DISTRICT;province=Punjab;categories_verbatim[MUSLIM=2124641;CHRISTIAN=10655;HINDU JATI=24;QADIANI/AHMADI=51;SCHEDULED CASTES=37;SIKH=22;PARSI=0;OTHERS=81]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-rahim-yar-khan","pb-rahim-yar-khan","Rahim Yar Khan District",2023,5561720,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",5354426,96.2728,207294,3.7272,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=RAHIM YAR KHAN DISTRICT;province=Punjab;categories_verbatim[MUSLIM=5354426;CHRISTIAN=27057;HINDU JATI=159175;QADIANI/AHMADI=779;SCHEDULED CASTES=17241;SIKH=105;PARSI=175;OTHERS=2762]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-rajanpur","pb-rajanpur","Rajanpur District",2023,2323980,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2317597,99.7253,6383,0.2747,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=RAJANPUR DISTRICT;province=Punjab;categories_verbatim[MUSLIM=2317597;CHRISTIAN=4841;HINDU JATI=1016;QADIANI/AHMADI=339;SCHEDULED CASTES=14;SIKH=25;PARSI=2;OTHERS=146]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-rawalpindi","pb-rawalpindi","Rawalpindi District",2023,6058540,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",5940634,98.0539,117906,1.9461,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=RAWALPINDI DISTRICT;province=Punjab;categories_verbatim[MUSLIM=5940634;CHRISTIAN=112822;HINDU JATI=893;QADIANI/AHMADI=2387;SCHEDULED CASTES=120;SIKH=197;PARSI=22;OTHERS=1465]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-sahiwal","pb-sahiwal","Sahiwal District",2023,2878122,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2807329,97.5403,70793,2.4597,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SAHIWAL DISTRICT;province=Punjab;categories_verbatim[MUSLIM=2807329;CHRISTIAN=69506;HINDU JATI=183;QADIANI/AHMADI=623;SCHEDULED CASTES=34;SIKH=44;PARSI=1;OTHERS=402]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-sargodha","pb-sargodha","Sargodha District",2023,4327263,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",4241812,98.0253,85451,1.9747,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SARGODHA DISTRICT;province=Punjab;categories_verbatim[MUSLIM=4241812;CHRISTIAN=80411;HINDU JATI=391;QADIANI/AHMADI=4146;SCHEDULED CASTES=65;SIKH=113;PARSI=2;OTHERS=323]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-sheikhupura","pb-sheikhupura","Sheikhupura District",2023,4049377,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3896801,96.2321,152576,3.7679,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SHEIKHUPURA DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3896801;CHRISTIAN=148784;HINDU JATI=768;QADIANI/AHMADI=2638;SCHEDULED CASTES=52;SIKH=85;PARSI=7;OTHERS=242]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-sialkot","pb-sialkot","Sialkot District",2023,4472462,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",4302067,96.1901,170395,3.8099,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SIALKOT DISTRICT;province=Punjab;categories_verbatim[MUSLIM=4302067;CHRISTIAN=154884;HINDU JATI=3112;QADIANI/AHMADI=11386;SCHEDULED CASTES=83;SIKH=260;PARSI=2;OTHERS=668]"
