"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:chahar_mahaal_bakhtiari","chahar_mahaal_bakhtiari","Chahar Mahaal and Bakhtiari",2016,947763,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",946494,99.8661,,,,,,15223.6487,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=944990;christian=1231;zoroastrian=185;jew=8;other=80;not_stated=1269;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=chahar_mahaal_bakhtiari;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:east_azarbaijan","east_azarbaijan","East Azarbaijan",2016,3909652,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3902333,99.8128,,,,,,46443.1117,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3897236;christian=4233;zoroastrian=467;jew=35;other=362;not_stated=7319;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=east_azarbaijan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:esfahan","esfahan","Esfahan",2016,5120850,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",5117713,99.9387,,,,,,110490.7189,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=5101133;christian=8628;zoroastrian=931;jew=1007;other=6014;not_stated=3137;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=esfahan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:fars","fars","Fars",2016,4851274,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",4849266,99.9586,,,,,,125717.2788,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=4835082;christian=5880;zoroastrian=839;jew=2816;other=4649;not_stated=2008;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=fars;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:gilan","gilan","Gilan",2016,2530696,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",2530611,99.9966,,,,,,14413.9174,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=2527998;christian=2210;zoroastrian=160;jew=33;other=210;not_stated=85;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=gilan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:golestan","golestan","Golestan",2016,1868819,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1868557,99.986,,,,,,20742.1163,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1865881;christian=1526;zoroastrian=128;jew=15;other=1007;not_stated=262;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=golestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:hamadan","hamadan","Hamadan",2016,1738234,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1735198,99.8253,,,,,,20495.343,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1732458;christian=2084;zoroastrian=330;jew=31;other=295;not_stated=3036;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=hamadan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:hormozgan","hormozgan","Hormozgan",2016,1776415,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1775743,99.9622,,,,,,67323.0593,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1772720;christian=2431;zoroastrian=223;jew=12;other=357;not_stated=672;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=hormozgan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:ilam","ilam","Ilam",2016,580158,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",579675,99.9167,,,,,,18802.7016,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=578654;christian=859;zoroastrian=137;jew=8;other=17;not_stated=483;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=ilam;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kerman","kerman","Kerman",2016,3164718,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3149308,99.5131,,,,,,183150.974,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3139968;christian=4460;zoroastrian=1280;jew=60;other=3540;not_stated=15410;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kerman;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kermanshah","kermanshah","Kermanshah",2016,1952434,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1951121,99.9328,,,,,,23447.82,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1946809;christian=2325;zoroastrian=451;jew=105;other=1431;not_stated=1313;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kermanshah;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:khorasan_yazd","khorasan_yazd","Razavi Khorasan, South Khorasan and Yazd",2016,8341932,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",8324770,99.7943,,,,,,347578.7744,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=8308362;christian=9412;zoroastrian=4731;jew=176;other=2089;not_stated=17162;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=khorasan_yazd;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:khuzestan","khuzestan","Khuzestan",2016,4710509,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",4689239,99.5485,,,,,,63838.1011,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=4680333;christian=6796;zoroastrian=831;jew=68;other=1211;not_stated=21270;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=khuzestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kohgiluyeh_boyer_ahmad","kohgiluyeh_boyer_ahmad","Kohgiluyeh and Boyer-Ahmad",2016,713052,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",712910,99.9801,,,,,,13369.8896,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=711669;christian=922;zoroastrian=104;jew=9;other=206;not_stated=142;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kohgiluyeh_boyer_ahmad;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kordestan","kordestan","Kordestan",2016,1603011,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1602894,99.9927,,,,,,29629.5434,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1600537;christian=1918;zoroastrian=250;jew=39;other=150;not_stated=117;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kordestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:lorestan","lorestan","Lorestan",2016,1760649,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1760387,99.9851,,,,,,29118.6616,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1757509;christian=2442;zoroastrian=322;jew=33;other=81;not_stated=262;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=lorestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:markazi","markazi","Markazi",2016,1429475,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1428148,99.9072,,,,,,28176.7069,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1425819;christian=1674;zoroastrian=248;jew=23;other=384;not_stated=1327;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=markazi;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:mazandaran","mazandaran","Mazandaran",2016,3283582,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3279631,99.8797,,,,,,24753.2843,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3273724;christian=3471;zoroastrian=304;jew=32;other=2100;not_stated=3951;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=mazandaran;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:north_khorasan","north_khorasan","North Khorasan",2016,863092,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",862905,99.9783,,,,,,25138.1361,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=861668;christian=1036;zoroastrian=124;jew=13;other=64;not_stated=187;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=north_khorasan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:qazvin","qazvin","Qazvin",2016,1273761,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1273700,99.9952,,,,,,15639.8797,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1271632;christian=1253;zoroastrian=127;jew=16;other=672;not_stated=61;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=qazvin;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:qom","qom","Qom",2016,1292283,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1286062,99.5186,,,,,,11602.5101,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1284721;christian=1112;zoroastrian=151;jew=15;other=63;not_stated=6221;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=qom;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:semnan","semnan","Semnan",2016,702360,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",701879,99.9315,,,,,,90496.2335,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=700674;christian=780;zoroastrian=99;jew=16;other=310;not_stated=481;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=semnan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:sistan_baluchestan","sistan_baluchestan","Sistan and Baluchestan",2016,2775014,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",2771360,99.8683,,,,,,174603.5097,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=2766139;christian=4155;zoroastrian=473;jew=40;other=553;not_stated=3654;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=sistan_baluchestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:tehran_alborz","tehran_alborz","Tehran and Alborz",2016,15980037,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",15956701,99.854,,,,,,19075.2386,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=15881418;christian=47311;zoroastrian=9250;jew=5127;other=13595;not_stated=23336;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=tehran_alborz;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:west_azarbaijan","west_azarbaijan","West Azarbaijan",2016,3265219,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3259012,99.8099,,,,,,37185.7673,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3250233;christian=7647;zoroastrian=473;jew=46;other=613;not_stated=6207;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=west_azarbaijan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:zanjan","zanjan","Zanjan",2016,1057461,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1056830,99.9403,,,,,,22206.302,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1055435;christian=1074;zoroastrian=170;jew=4;other=147;not_stated=631;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=zanjan;boundary_stability_unverified"
