"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
2,"hall_centre_house_site","NZ","w508627583","Riverside Community Church / Riverside Christian Fellowship","christian","pentecostal","45, Charles Street, Kaiapoi, Kaiapoi, 7630","place_of_worship","yes","NA","NA","{""addr:city"":""Kaiapoi"",""addr:district"":""Waimakariri"",""addr:housenumber"":""45"",""addr:postcode"":""7630"",""addr:street"":""Charles Street"",""addr:suburb"":""Kaiapoi"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""email"":""office@riversidechurch.org.nz"",""name"":""Riverside Community Church / Riverside Christian Fellowship"",""phone"":""+64 3 327 6917"",""ref:linz:address_id"":""241290"",""religion"":""christian"",""service_times"":""Su 10:00"",""start_date"":""1996"",""website"":""http://www.riversidechurch.org.nz/"",""wikidata"":""Q37181378""}"
2,"hall_centre_house_site","NZ","w550376732","Rotorua Christian Life Centre","christian","assemblies_of_god","20, Biak Street, Mangakakahi, Rotorua, 3015","place_of_worship","yes","NA","NA","{""addr:city"":""Rotorua"",""addr:housenumber"":""20"",""addr:postcode"":""3015"",""addr:street"":""Biak Street"",""addr:suburb"":""Mangakakahi"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Rotorua Christian Life Centre"",""name:en"":""Rotorua Full Gospel Church"",""ref:linz:address_id"":""816370"",""religion"":""christian"",""start_date"":""1955""}"
2,"hall_centre_house_site","NZ","w388979106","Ruawai Community Church","christian","nondenominational","47, Freyberg Road, Ruawai, Ruawai, 0530","place_of_worship","yes","NA","NA","{""addr:city"":""Ruawai"",""addr:housenumber"":""47"",""addr:postcode"":""0530"",""addr:street"":""Freyberg Road"",""addr:suburb"":""Ruawai"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Ruawai Community Church"",""ref:linz:address_id"":""923258"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w318679159","Sacred Hearth Parish Hall","christian","roman_catholic","","","","NA","NA","{""denomination"":""roman_catholic"",""landuse"":""religious"",""name"":""Sacred Hearth Parish Hall"",""religion"":""christian"",""start_date"":""1913"",""wikidata"":""Q133262772""}"
2,"hall_centre_house_site","NZ","w340117569","Saint Andrews Centre","christian","methodist;presbyterian","85, Queen Street, Waiuku, Waiuku, 2123","place_of_worship","yes","NA","NA","{""addr:city"":""Waiuku"",""addr:housenumber"":""85"",""addr:postcode"":""2123"",""addr:street"":""Queen Street"",""addr:suburb"":""Waiuku"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist;presbyterian"",""name"":""Saint Andrews Centre"",""ref:linz:address_id"":""1081528"",""religion"":""christian"",""source"":""Auckland Council"",""start_date"":""1880"",""website"":""https://www.standrewscentre.org.nz/""}"
2,"hall_centre_house_site","NZ","w361992954","Saint Andrews Church Centre / Howick Presbyterian Church","christian","presbyterian","11, Vincent Street, Howick, Auckland, 2014","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""11"",""addr:postcode"":""2014"",""addr:street"":""Vincent Street"",""addr:suburb"":""Howick"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""presbyterian"",""name"":""Saint Andrews Church Centre / Howick Presbyterian Church"",""religion"":""christian"",""start_date"":""1843"",""website"":""https://howpres.org.nz/""}"
2,"hall_centre_house_site","NZ","w323782275","Saint Andrews Community Presbyterian Church","christian","presbyterian","22, Station Road, Ōtāhuhu, Auckland, 1062","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""22"",""addr:postcode"":""1062"",""addr:street"":""Station Road"",""addr:suburb"":""Ōtāhuhu"",""amenity"":""place_of_worship"",""architect"":""Hugh Grierson"",""building"":""yes"",""denomination"":""presbyterian"",""name"":""Saint Andrews Community Presbyterian Church"",""ref:linz:address_id"":""1185860"",""religion"":""christian"",""start_date"":""1915"",""website"":""https://standrewsotahuhu.org/"",""wikidata"":""Q134696607""}"
2,"hall_centre_house_site","NZ","w318679145","Saint Columba Centre","unknown","","","","","NA","NA","{""landuse"":""religious"",""name"":""Saint Columba Centre""}"
2,"hall_centre_house_site","NZ","w350538680","Saint Davids Christian Centre / Te Aroha Cooperating Parish","christian","methodist;presbyterian","32, Church Street, Te Aroha, Te Aroha, 3320","place_of_worship","yes","NA","NA","{""addr:city"":""Te Aroha"",""addr:housenumber"":""32"",""addr:postcode"":""3320"",""addr:street"":""Church Street"",""addr:suburb"":""Te Aroha"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist;presbyterian"",""name"":""Saint Davids Christian Centre / Te Aroha Cooperating Parish"",""ref:linz:address_id"":""732689"",""religion"":""christian"",""start_date"":""1978""}"
2,"hall_centre_house_site","NZ","w315120386","Saint Heliers Presbyterian Church and Community Centre","christian","presbyterian","100, Saint Heliers Bay Road, St Heliers, Auckland, 1071","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""100"",""addr:postcode"":""1071"",""addr:street"":""Saint Heliers Bay Road"",""addr:suburb"":""St Heliers"",""amenity"":""place_of_worship"",""building"":""yes"",""check_date"":""2023-09-02"",""denomination"":""presbyterian"",""name"":""Saint Heliers Presbyterian Church and Community Centre"",""religion"":""christian"",""start_date"":""1916"",""website"":""https://www.sthelierscentre.org.nz/""}"
2,"hall_centre_house_site","NZ","w602723493","Saint Jude's Hall","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Saint Jude's Hall"",""start_date"":""1907""}"
2,"hall_centre_house_site","NZ","w443963581","Salem Community Church / Salem at the Gateway","christian","pentecostal","62, Glenroy Street, Woolston, Christchurch, 8023","place_of_worship","yes","NA","NA","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""62"",""addr:postcode"":""8023"",""addr:street"":""Glenroy Street"",""addr:suburb"":""Woolston"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Salem Community Church / Salem at the Gateway"",""ref:linz:address_id"":""259724"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n3659973196","Salvation Army Community Church","christian","salvation_army","","place_of_worship","","-36.9892","174.8856","{""amenity"":""place_of_worship"",""denomination"":""salvation_army"",""name"":""Salvation Army Community Church"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w306575780","Salvation Army Community Church","christian","","218, Mount Albert Road, Sandringham, Auckland, 1025","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""218"",""addr:postcode"":""1025"",""addr:street"":""Mount Albert Road"",""addr:suburb"":""Sandringham"",""amenity"":""place_of_worship"",""building"":""yes"",""building:levels"":""1"",""name"":""Salvation Army Community Church"",""note"":""Auckland Central Samoan Seventh Day Adventist Church meets here"",""phone"":""+64 9 629 5063"",""ref:linz:address_id"":""1078286"",""religion"":""christian"",""website"":""https://www.facebook.com/TheSalvationArmyMtAlbert/""}"
2,"hall_centre_house_site","NZ","w395240290","Salvation Army Hall","christian","salvation_army","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""salvation_army"",""name"":""Salvation Army Hall"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w541941491","Salvation Army Tokoroa Corps Family Worship Centre","christian","protestant","139, Balmoral Drive, Tokoroa, Tokoroa, 3420","place_of_worship","yes","NA","NA","{""addr:city"":""Tokoroa"",""addr:housenumber"":""139"",""addr:postcode"":""3420"",""addr:street"":""Balmoral Drive"",""addr:suburb"":""Tokoroa"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""protestant"",""name"":""Salvation Army Tokoroa Corps Family Worship Centre"",""ref:linz:address_id"":""756286"",""religion"":""christian"",""start_date"":""1972""}"
2,"hall_centre_house_site","NZ","w363651953","Samoan Revival Christian Centre","christian","assemblies_of_god","331, Bairds Road, Ōtara, Auckland, 2023","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""331"",""addr:place"":""Corner of Bairds Road & Preston Road"",""addr:postcode"":""2023"",""addr:street"":""Bairds Road"",""addr:suburb"":""Ōtara"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Samoan Revival Christian Centre"",""ref:linz:address_id"":""1218699"",""religion"":""christian"",""start_date"":""1981""}"
2,"hall_centre_house_site","NZ","w306350857","Seventh Day Adventist Centre","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Seventh Day Adventist Centre""}"
2,"hall_centre_house_site","NZ","w317636967","SGI New Zealand Cultural Centre","buddhist","soka_gakkai","40, Eaglehurst Road, Ellerslie, Auckland","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""40"",""addr:street"":""Eaglehurst Road"",""addr:suburb"":""Ellerslie"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""soka_gakkai"",""description"":""A Soka Gakkai Buddhist charitable trust established in New Zealand in 1975."",""name"":""SGI New Zealand Cultural Centre"",""ref:linz:address_id"":""1173017"",""religion"":""buddhist""}"
2,"hall_centre_house_site","NZ","n2738806865","SGINZ Centre Christchurch","buddhist","","390, Montreal Street, Christchurch Central, Christchurch, 8013","place_of_worship","","-43.5235","172.6308","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""390"",""addr:postcode"":""8013"",""addr:street"":""Montreal Street"",""addr:suburb"":""Christchurch Central"",""amenity"":""place_of_worship"",""name"":""SGINZ Centre Christchurch"",""ref:linz:address_id"":""219463"",""religion"":""buddhist""}"
2,"hall_centre_house_site","NZ","w690372974","Shalom Celebration Centre","christian","assemblies_of_god","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Shalom Celebration Centre"",""religion"":""christian"",""start_date"":""2010"",""website"":""http://discoverchurch.me/""}"
2,"hall_centre_house_site","NZ","n6736742858","Shore Community Church","christian","nondenominational","","place_of_worship","","-36.748","174.6913","{""amenity"":""place_of_worship"",""denomination"":""nondenominational"",""name"":""Shore Community Church"",""religion"":""christian"",""service_times"":""Su 10:00"",""start_date"":""1996"",""website"":""https://www.shore.org.nz/""}"
2,"hall_centre_house_site","NZ","w221022133","St Columba Community Centre","unknown","anglican","92, Surrey Crescent, Grey Lynn, Auckland, 1021","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""92"",""addr:postcode"":""1021"",""addr:street"":""Surrey Crescent"",""addr:suburb"":""Grey Lynn"",""alt_name"":""St Columba Church Hall"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""anglican"",""name"":""St Columba Community Centre"",""ref:linz:address_id"":""1076142"",""ref:nz:heritage"":""2644"",""start_date"":""1961"",""website"":""https://saintcolumbas.org.nz/""}"
2,"hall_centre_house_site","NZ","w388652268","St John's Community Church","christian","methodist;presbyterian","39, Egmont Street, Kaponga, 4697","place_of_worship","yes","NA","NA","{""addr:city"":""Kaponga"",""addr:housenumber"":""39"",""addr:postcode"":""4697"",""addr:street"":""Egmont Street"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist;presbyterian"",""name"":""St John's Community Church"",""parish"":""Eltham-Kaponga Cooperating Parish"",""religion"":""christian"",""start_date"":""1937""}"
2,"hall_centre_house_site","NZ","w1040467260","St John's Hall","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""St John's Hall"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n5490423518","St Luke's Catholic Community","christian","catholic","311, Te Irirangi Drive, Flat Bush, Auckland, 2013","place_of_worship","","-36.9603","174.9036","{""addr:city"":""Auckland"",""addr:housenumber"":""311"",""addr:postcode"":""2013"",""addr:street"":""Te Irirangi Drive"",""addr:suburb"":""Flat Bush"",""addr:suburb:en"":""Flat Bush"",""amenity"":""place_of_worship"",""denomination"":""catholic"",""name"":""St Luke's Catholic Community"",""ref:linz:address_id"":""1638943"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w329824946","St Lukes Anglican Church and Community Center","christian","anglican","1, Russell Road, Manurewa, Auckland, 2102","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""1"",""addr:postcode"":""2102"",""addr:street"":""Russell Road"",""addr:suburb"":""Manurewa"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""anglican"",""name"":""St Lukes Anglican Church and Community Center"",""religion"":""christian"",""wikidata"":""Q117432092""}"
2,"hall_centre_house_site","NZ","w331777058","St Mark's Parish Centre","unknown","","94, Remuera Road, Remuera, Auckland, 1050","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""94"",""addr:postcode"":""1050"",""addr:street"":""Remuera Road"",""addr:suburb"":""Remuera"",""amenity"":""place_of_worship"",""building"":""yes"",""building:levels"":""2"",""name"":""St Mark's Parish Centre""}"
2,"hall_centre_house_site","NZ","w629667556","St Stephens Methodist Church Centre","christian","methodist","376, Yaldhurst Road, Russley, Christchurch, 8042","place_of_worship","yes","NA","NA","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""376"",""addr:postcode"":""8042"",""addr:street"":""Yaldhurst Road"",""addr:suburb"":""Russley"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist"",""name"":""St Stephens Methodist Church Centre"",""phone"":""+64 3 348 9260"",""ref:linz:address_id"":""1760776"",""religion"":""christian"",""service_times"":""Su 10:00 on even months"",""start_date"":""1861""}"
2,"hall_centre_house_site","NZ","w223952989","Surfside Christian Life Centre","christian","","42, Norrie Avenue, Raglan, 3225","place_of_worship","yes","NA","NA","{""addr:city"":""Raglan"",""addr:housenumber"":""42"",""addr:postcode"":""3225"",""addr:street"":""Norrie Avenue"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Surfside Christian Life Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n2164516969","Swannanoa Community Church","christian","","","place_of_worship","","-43.3698","172.4977","{""amenity"":""place_of_worship"",""name"":""Swannanoa Community Church"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w443763576","Sydenham Worship & Community Centre","christian","salvation_army","250, Colombo Street, Sydenham, Christchurch, 8023","place_of_worship","yes","NA","NA","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""250"",""addr:postcode"":""8023"",""addr:street"":""Colombo Street"",""addr:suburb"":""Sydenham"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""salvation_army"",""email"":""sydenham_corps@nzf.salvationarmy.org"",""name"":""Sydenham Worship & Community Centre"",""operator"":""The Salvation Army"",""phone"":""+64 3 332 8277"",""ref:linz:address_id"":""1734293"",""religion"":""christian"",""service_times"":""Su 10:30""}"
2,"hall_centre_house_site","NZ","w1108456122","Taihape Islamic Centre","muslim","","3, Tui Street","place_of_worship","yes","NA","NA","{""addr:housenumber"":""3"",""addr:street"":""Tui Street"",""amenity"":""place_of_worship"",""building"":""yes"",""building:levels"":""1"",""name"":""Taihape Islamic Centre"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w319216808","Takanini Community Church","christian","","156, Great South Road, Takanini","place_of_worship","yes","NA","NA","{""addr:city"":""Takanini"",""addr:housenumber"":""156"",""addr:street"":""Great South Road"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Takanini Community Church"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w327032391","Tāmaki Community Church","christian","nondenominational","4a, Court Crescent, Tamaki, Auckland, 1072","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""4a"",""addr:postcode"":""1072"",""addr:street"":""Court Crescent"",""addr:suburb"":""Tamaki"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Tāmaki Community Church"",""religion"":""christian"",""start_date"":""1960""}"
2,"hall_centre_house_site","NZ","w770458687","Tamarau Community Church","christian","nondenominational","2, Steele Road, Tamarau, Gisborne, 4010","place_of_worship","yes","NA","NA","{""addr:city"":""Gisborne"",""addr:housenumber"":""2"",""addr:postcode"":""4010"",""addr:street"":""Steele Road"",""addr:suburb"":""Tamarau"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Tamarau Community Church"",""ref:linz:address_id"":""1481238"",""religion"":""christian"",""start_date"":""1986"",""website"":""https://kcn.co.nz/""}"
2,"hall_centre_house_site","NZ","n9538843204","Taonga Wesleyan Community","christian","","1/97, Paihia Road, One Tree Hill, Auckland, 1061","place_of_worship","yes","-36.908","174.7977","{""addr:city"":""Auckland"",""addr:housenumber"":""1/97"",""addr:postcode"":""1061"",""addr:street"":""Paihia Road"",""addr:suburb"":""One Tree Hill"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Taonga Wesleyan Community"",""ref:linz:address_id"":""1888254"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w833685612","Tapawera Community Church","christian","anglican","77, Main Road Tapawera, Tapawera, Wakefield, 7096","place_of_worship","yes","NA","NA","{""addr:city"":""Wakefield"",""addr:housenumber"":""77"",""addr:postcode"":""7096"",""addr:street"":""Main Road Tapawera"",""addr:suburb"":""Tapawera"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""anglican"",""name"":""Tapawera Community Church"",""name:en"":""Saint Peter's Anglican Church"",""ref:linz:address_id"":""296744"",""religion"":""christian"",""start_date"":""1958""}"
2,"hall_centre_house_site","NZ","w654864506","Tarras Community Church","christian","","27, Church Lane, Tarras, 9383","place_of_worship","yes","NA","NA","{""addr:city"":""Tarras"",""addr:hamlet"":""Tarras"",""addr:housenumber"":""27"",""addr:postcode"":""9383"",""addr:street"":""Church Lane"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Tarras Community Church"",""ref:linz:address_id"":""1400769"",""religion"":""christian"",""start_date"":""1958"",""website"":""https://www.odt.co.nz/regions/central-otago/parish-ponders-what-do-its-church""}"
2,"hall_centre_house_site","NZ","w1067027825","Taupo Islamic Centre","muslim","","57, Kaimanawa Street","place_of_worship","yes","NA","NA","{""addr:housenumber"":""57"",""addr:street"":""Kaimanawa Street"",""amenity"":""place_of_worship"",""building"":""yes"",""contact:facebook"":""Taupoislamiccentre"",""email"":""taupoislamic.centre@gmail.com"",""mobile"":""+64 22 092 1657;+64 21 248 6786"",""name"":""Taupo Islamic Centre"",""name:fr"":""Mosquee de Taupo"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","n7167749054","Tauranga Chinese Methodist Mission Centre","christian","methodist","56, Chadwick Road, Greerton, Tauranga, 3112","place_of_worship","","-37.7301","176.1392","{""addr:city"":""Tauranga"",""addr:housenumber"":""56"",""addr:postcode"":""3112"",""addr:street"":""Chadwick Road"",""addr:suburb"":""Greerton"",""amenity"":""place_of_worship"",""denomination"":""methodist"",""name"":""Tauranga Chinese Methodist Mission Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w396336809","Tawa Gospel Hall","christian","brethren","3, Elena Place, Tawa, Wellington, 5028","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""3"",""addr:postcode"":""5028"",""addr:street"":""Elena Place"",""addr:suburb"":""Tawa"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""email"":""urukiwi@gmail.com"",""name"":""Tawa Gospel Hall"",""phone"":""+64 4 232 7545"",""ref:linz:address_id"":""384207"",""religion"":""christian"",""start_date"":""1962""}"
2,"hall_centre_house_site","NZ","w1023440048","Tawa Islamic Centre","muslim","","6, Oxford Street, Tawa, Wellington, 5028","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""6"",""addr:postcode"":""5028"",""addr:street"":""Oxford Street"",""addr:suburb"":""Tawa"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Tawa Islamic Centre"",""phone"":""+6442321155"",""ref:linz:address_id"":""392129"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w308688218","Te Anau Christian Centre Lakeside Presbyterian Church","christian","presbyterian","112, Te Anau Terrace, Te Anau, Te Anau, 9600","place_of_worship","yes","NA","NA","{""addr:city"":""Te Anau"",""addr:housenumber"":""112"",""addr:postcode"":""9600"",""addr:street"":""Te Anau Terrace"",""addr:suburb"":""Te Anau"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""presbyterian"",""name"":""Te Anau Christian Centre Lakeside Presbyterian Church"",""ref:linz:address_id"":""77185"",""religion"":""christian"",""source"":""bing;survey"",""start_date"":""2003""}"
2,"hall_centre_house_site","NZ","w265880928","Te Ngakau Waiora Mercy Spiritiuality Centre","christian","catholic","104, The Drive, Epsom","place_of_worship","yes","NA","NA","{""addr:housenumber"":""104"",""addr:street"":""The Drive"",""addr:suburb"":""Epsom"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""catholic"",""name"":""Te Ngakau Waiora Mercy Spiritiuality Centre"",""ref:linz:address_id"":""1134262"",""religion"":""christian"",""start_date"":""1987"",""website"":""https://www.mercyspiritualitycentre.org.nz/""}"
2,"hall_centre_house_site","NZ","n2293226635","The Anglican Centre","christian","anglican","","place_of_worship","","-41.271","173.2857","{""amenity"":""place_of_worship"",""check_date"":""2024-12-29"",""denomination"":""anglican"",""name"":""The Anglican Centre"",""religion"":""christian"",""wikidata"":""Q4763501"",""wikipedia"":""en:Anglican Diocese of Nelson""}"
2,"hall_centre_house_site","NZ","w376196996","The Carpenter's House Church","christian","nondenominational","17, George Street, Stokes Valley, Lower Hutt, 5019","place_of_worship","yes","NA","NA","{""addr:city"":""Lower Hutt"",""addr:housenumber"":""17"",""addr:postcode"":""5019"",""addr:street"":""George Street"",""addr:suburb"":""Stokes Valley"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""email"":""tch.church@gmail.com"",""name"":""The Carpenter's House Church"",""phone"":""+64 4 563 7028"",""ref:linz:address_id"":""443895"",""religion"":""christian"",""service_times"":""Su 10:00,17:00"",""start_date"":""2011"",""website"":""https://tchnz.org""}"
2,"hall_centre_house_site","NZ","w219766139","The Centre – Te Waiora","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""contact:email"":""chaplain.manawatu@massey.ac.nz"",""contact:facebook"":""https://www.facebook.com/The-Centre-Te-Waiora-464125273788128/"",""contact:phone"":""+64 6 951 7730"",""name"":""The Centre – Te Waiora"",""name:en"":""The Centre"",""name:mi"":""Te Waiora"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w626321921","The Coast Community Church","christian","brethren","57, Hinemoa Street, Paraparaumu, Paraparaumu, 5032","place_of_worship","yes","NA","NA","{""addr:city"":""Paraparaumu"",""addr:housenumber"":""57"",""addr:postcode"":""5032"",""addr:street"":""Hinemoa Street"",""addr:suburb"":""Paraparaumu"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""email"":""info@coastcommunitychurch.org.nz"",""name"":""The Coast Community Church"",""phone"":""+64 4 297 2723"",""ref:linz:address_id"":""454288"",""religion"":""christian"",""service_times"":""Su 10:00"",""website"":""https://coastcommunitychurch.org.nz/""}"
2,"hall_centre_house_site","NZ","w264691062","The Father's House","christian","","3, Pearce Street, Onehunga, Auckland, 1061","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""3"",""addr:postcode"":""1061"",""addr:street"":""Pearce Street"",""addr:suburb"":""Onehunga"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""The Father's House"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w323788841","The Messengers of the Gospel Fellowship Centre","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""The Messengers of the Gospel Fellowship Centre""}"
2,"hall_centre_house_site","NZ","w390147371","Tikipunga Baptist Church / Tikipunga Community Baptist Church","christian","baptist","200, Kiripaka Road, Tikipunga, Whangarei, 0112","place_of_worship","yes","NA","NA","{""addr:city"":""Whangarei"",""addr:housenumber"":""200"",""addr:postcode"":""0112"",""addr:street"":""Kiripaka Road"",""addr:suburb"":""Tikipunga"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Tikipunga Baptist Church / Tikipunga Community Baptist Church"",""religion"":""christian"",""start_date"":""1980"",""website"":""http://tikipungabaptist.co.nz/""}"
2,"hall_centre_house_site","NZ","w414137734","Timaru Elim Church / Timaru Elim Christian Centre","christian","pentecostal","7, Elizabeth Place, Timaru, Timaru, 7910","place_of_worship","yes","NA","NA","{""addr:city"":""Timaru"",""addr:housenumber"":""7"",""addr:postcode"":""7910"",""addr:street"":""Elizabeth Place"",""addr:suburb"":""Timaru"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""email"":""timaruelim@xtra.co.nz"",""name"":""Timaru Elim Church / Timaru Elim Christian Centre"",""phone"":""+64 3 688 3515"",""ref:linz:address_id"":""1363570"",""religion"":""christian"",""start_date"":""1945""}"
2,"hall_centre_house_site","NZ","w396191014","Titahi Bay Community Church","christian","evangelical","25, Mana Avenue, Tītahi Bay, Porirua, 5022","place_of_worship","yes","NA","NA","{""addr:city"":""Porirua"",""addr:housenumber"":""25"",""addr:postcode"":""5022"",""addr:street"":""Mana Avenue"",""addr:suburb"":""Tītahi Bay"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""evangelical"",""email"":""office@tbcc.org.nz"",""name"":""Titahi Bay Community Church"",""phone"":""+64 4 236 7345"",""ref:linz:address_id"":""1459478"",""religion"":""christian"",""service_times"":""Su 10:00"",""start_date"":""1960"",""website"":""https://tbcc.org.nz/""}"
2,"hall_centre_house_site","NZ","w764768970","Tongan Revival Centre","christian","assemblies_of_god","51, Caspar Road, Papatoetoe, Auckland, 2025","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""51"",""addr:postcode"":""2025"",""addr:street"":""Caspar Road"",""addr:suburb"":""Papatoetoe"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Tongan Revival Centre"",""ref:linz:address_id"":""1219354"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n4741046001","Tuakau Vision Church / The Bridge Christian Centre","christian","apostolic","11, George Street, Tuakau, 2121","place_of_worship","","-37.2584","174.9468","{""addr:city"":""Tuakau"",""addr:housenumber"":""11"",""addr:postcode"":""2121"",""addr:street"":""George Street"",""amenity"":""place_of_worship"",""check_date"":""2024-10-07"",""denomination"":""apostolic"",""name"":""Tuakau Vision Church / The Bridge Christian Centre"",""phone"":""+64 9 236 9693"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n7241186006","Turning Point Life Centre","christian","assemblies_of_god","1a, Te Awa Avenue, Napier, 4110","place_of_worship","","-39.5113","176.9156","{""addr:city"":""Napier"",""addr:housenumber"":""1a"",""addr:postcode"":""4110"",""addr:street"":""Te Awa Avenue"",""amenity"":""place_of_worship"",""denomination"":""assemblies_of_god"",""name"":""Turning Point Life Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w666802999","Tutukaka Coast Community Church","christian","anglican;presbyterian","Corner, Waiotoi Road & Ngunguru Road, Ngunguru, Whangarei, 0173","place_of_worship","yes","NA","NA","{""addr:city"":""Whangarei"",""addr:housenumber"":""Corner"",""addr:place"":""Corner of Ngunguru Road & Waiotoi Road"",""addr:postcode"":""0173"",""addr:street"":""Waiotoi Road & Ngunguru Road"",""addr:suburb"":""Ngunguru"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""anglican;presbyterian"",""name"":""Tutukaka Coast Community Church"",""religion"":""christian""}"
