"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:khulna","khulna","Khulna",2011,2318527,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1776749,76.6327,541778,23.3673,,,,3625.14,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=76.6327;minority_share_pct=23.3673;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1776749;Hindu=525727;Christian=15239;Buddhist=97;Others=715;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:khulna","khulna","Khulna",2022,2613198,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2055731,78.6672,557467,21.3328,,,,3625.14,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=78.6672;minority_share_pct=21.3328;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2055731;Hindu=542403;Christian=14037;Buddhist=366;Others=661;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:kishoreganj","kishoreganj","Kishoreganj",2011,2911907,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",2752007,94.5088,159900,5.4912,,,,2564.92,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=94.5088;minority_share_pct=5.4912;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2752007;Hindu=158538;Christian=269;Buddhist=19;Others=1074;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:kishoreganj","kishoreganj","Kishoreganj",2022,3267470,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",3108278,95.128,159192,4.872,,,,2564.92,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=95.128;minority_share_pct=4.872;minority_share=Hindu+Christian+Buddhist+Others;Muslim=3108278;Hindu=158776;Christian=189;Buddhist=135;Others=92;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:kurigram","kurigram","Kurigram",2011,2069273,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1932779,93.4038,136494,6.5962,,,,2275.72,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=93.4038;minority_share_pct=6.5962;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1932779;Hindu=135484;Christian=103;Buddhist=48;Others=859;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:kurigram","kurigram","Kurigram",2022,2329100,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2185193,93.8213,143907,6.1787,,,,2275.72,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=93.8213;minority_share_pct=6.1787;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2185193;Hindu=143376;Christian=178;Buddhist=65;Others=288;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:kushtia","kushtia","Kushtia",2011,1946838,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1888744,97.016,58094,2.984,,,,1614.73,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=97.016;minority_share_pct=2.984;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1888744;Hindu=56792;Christian=225;Buddhist=71;Others=1006;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:kushtia","kushtia","Kushtia",2022,2149599,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2090530,97.2521,59069,2.7479,,,,1614.73,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=97.2521;minority_share_pct=2.7479;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2090530;Hindu=58770;Christian=246;Buddhist=39;Others=14;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:lakshmipur","lakshmipur","Lakshmipur",2011,1729188,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1669495,96.5479,59693,3.4521,,,,1243.73,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=96.5479;minority_share_pct=3.4521;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1669495;Hindu=59417;Christian=106;Buddhist=120;Others=50;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:lakshmipur","lakshmipur","Lakshmipur",2022,1937862,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1875706,96.7925,62156,3.2075,,,,1243.73,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=96.7925;minority_share_pct=3.2075;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1875706;Hindu=61844;Christian=150;Buddhist=141;Others=21;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:lalmonirhat","lalmonirhat","Lalmonirhat",2011,1256099,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share. SOURCE SWAP (authorized, conductor ruling 2026-07-12): the Community Report copy for Lalmonirhat is defective (scanned image, no text layer for the C-13 religion pages), so this row's counts come from the 2011 Zila Series report (Zila Report: Lalmonirhat), Table P05 'Population by Age group, Religion and Residence' zila-total line, a different official BBS publication of the same census, identical five-category frame and column order; the zila total equals the Vol-2 enumerated total (1,256,099) exactly, and Table PT14 of the same report prints the identical 2011 counts.",1080512,86.0212,175587,13.9788,,,,1274.91,,,"bbs-phc-2011-zila-report-lalmonirhat-table-p05-religion|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=86.0212;minority_share_pct=13.9788;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1080512;Hindu=174558;Christian=622;Buddhist=5;Others=402;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation;source_swap_zila_series_report;source_table=Zila_Report_Lalmonirhat_Table_P05;community_report_copy_defective_scanned_image;zila_total_matches_vol2_enumerated_total_exactly;small_cell_under_10;small_cells=Buddhist"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:lalmonirhat","lalmonirhat","Lalmonirhat",2022,1428364,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1242348,86.977,186016,13.023,,,,1274.91,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=86.977;minority_share_pct=13.023;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1242348;Hindu=185320;Christian=634;Buddhist=46;Others=16;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:madaripur","madaripur","Madaripur",2011,1165952,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1023702,87.7997,142250,12.2003,,,,1135.27,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=87.7997;minority_share_pct=12.2003;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1023702;Hindu=141097;Christian=1091;Buddhist=36;Others=26;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:madaripur","madaripur","Madaripur",2022,1292963,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1146621,88.6817,146342,11.3183,,,,1135.27,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=88.6817;minority_share_pct=11.3183;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1146621;Hindu=144897;Christian=1344;Buddhist=92;Others=9;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation;small_cell_under_10;small_cells=Others"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:magura","magura","Magura",2011,918419,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",753199,82.0104,165220,17.9896,,,,1048.76,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=82.0104;minority_share_pct=17.9896;minority_share=Hindu+Christian+Buddhist+Others;Muslim=753199;Hindu=164578;Christian=393;Buddhist=6;Others=243;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation;small_cell_under_10;small_cells=Buddhist"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:magura","magura","Magura",2022,1033075,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",870445,84.2577,162630,15.7423,,,,1048.76,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=84.2577;minority_share_pct=15.7423;minority_share=Hindu+Christian+Buddhist+Others;Muslim=870445;Hindu=162136;Christian=279;Buddhist=26;Others=189;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:manikganj","manikganj","Manikganj",2011,1392867,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1262215,90.6199,130652,9.3801,,,,1374.28,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=90.6199;minority_share_pct=9.3801;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1262215;Hindu=130095;Christian=447;Buddhist=4;Others=106;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation;small_cell_under_10;small_cells=Buddhist"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:manikganj","manikganj","Manikganj",2022,1557927,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1418263,91.0353,139664,8.9647,,,,1374.28,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=91.0353;minority_share_pct=8.9647;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1418263;Hindu=138867;Christian=510;Buddhist=135;Others=152;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:meherpur","meherpur","Meherpur",2011,655392,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",640751,97.7661,14641,2.2339,,,,722.52,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=97.7661;minority_share_pct=2.2339;minority_share=Hindu+Christian+Buddhist+Others;Muslim=640751;Hindu=7870;Christian=6627;Buddhist=14;Others=130;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:meherpur","meherpur","Meherpur",2022,705330,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",690323,97.8723,15007,2.1277,,,,722.52,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=97.8723;minority_share_pct=2.1277;minority_share=Hindu+Christian+Buddhist+Others;Muslim=690323;Hindu=8497;Christian=6478;Buddhist=16;Others=16;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:moulvibazar","moulvibazar","Moulvibazar",2011,1919062,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1425786,74.296,493276,25.704,,,,2678.81,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=74.296;minority_share_pct=25.704;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1425786;Hindu=471974;Christian=15350;Buddhist=225;Others=5727;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:moulvibazar","moulvibazar","Moulvibazar",2022,2123349,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1585155,74.6535,538194,25.3465,,,,2678.81,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=74.6535;minority_share_pct=25.3465;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1585155;Hindu=519247;Christian=17760;Buddhist=212;Others=975;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:munshiganj","munshiganj","Munshiganj",2011,1445660,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1328838,91.9191,116822,8.0809,,,,932.68,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=91.9191;minority_share_pct=8.0809;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1328838;Hindu=114655;Christian=2039;Buddhist=71;Others=57;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:munshiganj","munshiganj","Munshiganj",2022,1625354,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1500926,92.3446,124428,7.6554,,,,932.68,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=92.3446;minority_share_pct=7.6554;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1500926;Hindu=122234;Christian=1867;Buddhist=159;Others=168;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:mymensingh","mymensingh","Mymensingh",2011,5110272,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",4895267,95.7927,215005,4.2073,,,,4348.48,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=95.7927;minority_share_pct=4.2073;minority_share=Hindu+Christian+Buddhist+Others;Muslim=4895267;Hindu=183026;Christian=28446;Buddhist=116;Others=3417;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:mymensingh","mymensingh","Mymensingh",2022,5898747,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",5665401,96.0441,233346,3.9559,,,,4348.48,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=96.0441;minority_share_pct=3.9559;minority_share=Hindu+Christian+Buddhist+Others;Muslim=5665401;Hindu=202432;Christian=29736;Buddhist=402;Others=776;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
